"corpus","deu_news_2008_10K"
"zug",8
"brief",8
"verletzungen",8
"behörde",8
"private",8
"indien",8
"aufkommen",8
"fokus",8
"angeklagte",8
"unbekannte",8
"gmbh",8
"1,2",8
"häufig",8
"stimme",8
"risiko",8
"arm",8
"berichte",8
"22.",8
"zurückgewiesen",8
"tonnen",8
"sebastian",8
"geprägt",8
"geriet",8
"zusammenhang",8
"",8
"polen",8
"breite",8
"positiven",8
"aufträge",8
"wartet",8
"jugendliche",8
"glaubt",8
"produkt",8
"2,1",8
"armin",8
"vfb",8
"fortgesetzt",8
"direktor",8
"bewertet",8
"übertroffen",8
"übernommen",8
"verantworten",8
"milliarde",8
"star",8
"bundespräsident",8
"armee",8
"ausgesetzt",8
"möglichen",8
"infrastruktur",8
"durchschnitt",8
"verfügbar",8
"widerstand",8
"aufmerksam",8
"d",8
"siegen",8
"verlangt",8
"jens",8
"wolf",8
"+",8
"koblenz",8
"leitindex",8
"einzelne",8
"laden",8
"einbruch",8
"m",8
"ausgerechnet",8
"einigung",8
"weder",8
"befinden",8
"moderne",8
"begeistert",8
"erläuterte",8
"erwachsene",8
"nationalmannschaft",8
"1,6",8
"diskutiert",8
"draußen",8
"joachim",8
"ohnehin",8
"karriere",8
"äußerte",8
"vorbereitet",8
"grenze",8
"bernhard",8
"basel",8
"wachsenden",8
"anbieten",8
"häuser",8
"ließen",8
"fielen",8
"vorgehen",8
"notiert",8
"16.",8
"bedenken",8
"150",8
"fragte",8
"käufer",8
"führende",8
"angreifer",8
"blut",8
"boot",8
"geplanten",8
"signal",8
"antwort",8
"antworten",8
"sorgte",8
"arbeitnehmer",8
"teilnehmen",7
"tod",7
"büro",7
"unabhängigkeit",7
"ursula",7
"chaos",7
"dieter",7
"ausrichtung",7
"claudia",7
"höher",7
"vorsichtig",7
"verbreitung",7
"licht",7
"konzerns",7
"dahinter",7
"ecke",7
"w",7
"marktanteil",7
"beckstein",7
"messe",7
"wenigstens",7
"minister",7
"ford",7
"geblieben",7
"miteinander",7
"dreht",7
"&ldquo",7
"drin",7
"hoher",7
"krieg",7
"04",7
"angeschlagene",7
"leiter",7
"homepage",7
"lkw",7
"main",7
"enthalten",7
"formel",7
"englischen",7
"bereichen",7
"erforderlich",7
"fehlte",7
"entschied",7
"moskau",7
"schäuble",7
"pauli",7
"fahrbahn",7
"negativen",7
"familien",7
"gestrigen",7
"finanziert",7
"anwendungen",7
"filme",7
"55",7
"bestimmten",7
"bemüht",7
"focus",7
"betreut",7
"rechtliche",7
"rahmenbedingungen",7
"format",7
"2003",7
"rein",7
"1,8",7
"frühjahr",7
"robert",7
"regionen",7
"freiheit",7
"rief",7
"falsch",7
"gegensatz",7
"räumte",7
"fügte",7
"anstatt",7
"billionen",7
"bord",7
"games",7
"sg",7
"bisherige",7
"schaffte",7
"gebaut",7
"sorgt",7
"schließt",7
"gewinner",7
"reduziert",7
"schröder",7
"strecken",7
"gering",7
"volumen",7
"zuge",7
"ausgang",7
"versicherte",7
"tür",7
"west",7
"demokratie",7
"hauses",7
"sitzen",7
"umstrittenen",7
"sitzt",7
"1.000",7
"vergleichsweise",7
"vorgelegt",7
"sonnabend",7
"geprüft",7
"bewertung",7
"gesenkt",7
"staatlichen",7
"bruder",7
"gestartet",7
"brücke",7
"späten",7
"bundesrat",7
"städte",7
"29.",7
"angenommen",7
"hundert",7
"tatsache",7
"teilen",7
"gründe",7
"tageszeitung",7
"dresden",7
"duell",7
"ackermann",7
"dritter",7
"ball",7
"13.",7
"sc",7
"sachsen",7
"250",7
"los",7
"eng",7
"10.",7
"entgegen",7
"schauen",7
"entlassen",7
"19.30",7
"erfolgreichen",7
"mitteilung",7
"leichte",7
"mittelpunkt",7
"lauf",7
"umfeld",7
"schlag",7
"schließen",7
"ökonomischen",7
"beitrag",7
"volk",7
"nationalspieler",7
"vorläufig",7
"unseren",7
"auftreten",7
"zweifel",7
"turnier",7
"heimischen",7
"clubs",7
"unterstützen",7
"ddr",7
"beziffert",7
"mehrfach",7
"aktiven",7
"audi",7
"wichtigsten",7
"der",7
"hochschule",7
"aufstieg",7
"beschluss",7
"weiteres",7
"paket",7
"definitiv",7
"arten",7
"plätze",7
"anwalt",7
"walter",7
"funktioniert",7
"beruf",7
"änderungen",7
"hongkong",7
"dirk",7
"prinzip",7
"österreichische",7
"flucht",7
"österreichischen",7
"provinz",7
"betrachtet",7
"gewerkschaften",7
"angehoben",7
"45",7
"fit",7
"regeln",7
"verhältnis",7
"rest",7
"jahrzehnten",7
"ruhig",7
"64",7
"grosse",7
"rückkehr",7
"gb",7
"gebiet",7
"geborene",7
"rücktritt",7
"9.",7
"board",7
"absicht",7
"ausbauen",7
"bus",7
"streik",7
"ipod",7
"temperaturen",7
"worten",7
"vorteile",7
"rechtzeitig",7
"debatte",7
"zeitraum",7
"zählern",7
"französischen",7
"abhängig",7
"zugang",7
"schwester",7
"versteht",7
"klagen",7
"auflage",7
"winter",7
"klingt",7
"aufgaben",7
"immerhin",7
"verstärkt",7
"weltweite",7
"durchgeführt",7
"kanada",7
"zogen",7
"dinge",7
"kassen",7
"cottbus",7
"kläger",7
"credit",7
"kommende",7
"konto",7
"aufgerufen",7
"kostete",7
"35",7
"vorgestellt",7
"36",7
"barbara",7
"versuchen",7
"19-jährige",7
"air",7
"anhänger",7
"basiert",7
"keineswegs",7
"entscheidende",7
"steigende",7
"massiv",7
"max",7
"4000",7
"endete",7
"strom",7
"album",7
"erfahrungen",7
"begrüßt",7
"erklären",7
"behandlung",7
"müntefering",7
"bekamen",7
"erweitert",7
"halbzeit",7
"halt",7
"asien",7
"tus",7
"schön",7
"werfen",7
"vergessen",7
"ausgelöst",7
"amerika",7
"arzt",7
"untersucht",7
"falsche",7
"erhältlich",7
"höheren",7
"farbe",7
"deutliche",7
"belegt",7
"journalisten",7
"aufgefordert",7
"pleite",7
"verbessert",7
"zentimeter",7
"kurzen",7
"medwedew",7
"fort",7
"chinesische",7
"foto",7
"regelmäßig",7
"kündigt",7
"informieren",7
"feld",7
"pfund",7
"beschädigt",7
"lasse",7
"fünften",7
"bisschen",7
"kapital",7
"700",7
"beläuft",7
"gelernt",7
"anspruch",7
"gemeinden",7
"eingeladen",7
"sinn",7
"gelaufen",7
"sprachen",7
"gestrichen",7
"getroffen",7
"starb",7
"steigt",7
"zurzeit",7
"gipfel",7
"bundestag",7
"grand",7
"«der",6
"größe",6
"größeren",6
"gründen",6
"these",6
"höchste",6
"theater",6
"tiefe",6
"26-jährige",6
"ärger",6
"verteidiger",6
"innenminister",6
"verändert",6
"video",6
"westerwelle",6
"volkswagen",6
"us-präsident",6
"vorstandschef",6
"kader",6
"ausstieg",6
"versorgung",6
"abgeben",6
"dividende",6
"kiel",6
"verweist",6
"lebensmittel",6
"kameras",6
"überlegungen",6
"hängt",6
"manche",6
"proteste",6
"bedient",6
"überschuss",6
"million",6
"verfügen",6
"nasdaq",6
"oliver",6
"450",6
"ebene",6
"axel",6
"37",6
"47-jährige",6
"angesprochen",6
"lagen",6
"48",6
"lastwagen",6
"eingeführt",6
"1999",6
"langjährigen",6
"einladung",6
"einsetzen",6
"linux",6
"gezwungen",6
"einzug",6
"mark",6
"madrid",6
"baum",6
"manchmal",6
"manfred",6
"aktionäre",6
"entertainment",6
"fahrt",6
"entlang",6
"meldungen",6
"messer",6
"extra",6
"ministerpräsidenten",6
"offiziellen",6
"mittels",6
"spuren",6
"bewegen",6
"muß",6
"nachbarn",6
"erteilt",6
"ostsee",6
"negativ",6
"eröffnung",6
"neuesten",6
"beobachten",6
"offensichtlich",6
"bereitet",6
"olympische",6
"berichteten",6
"p",6
"park",6
"feier",6
"feiert",6
"planen",6
"plant",6
"schnelle",6
"porsche",6
"portugal",6
"finanzieren",6
"finanzmärkten",6
"finde",6
"bestimmt",6
"staates",6
"produzenten",6
"bestimmte",6
"besucht",6
"prüft",6
"fläche",6
"notierte",6
"folgenden",6
"betriebsergebnis",6
"hans",6
"betrug",6
"reagiert",6
"forderungen",6
"biberach",6
"funktionen",6
"florian",6
"reich",6
"reichte",6
"bewiesen",6
"1,3",6
"gekauft",6
"selbstverständlich",6
"s&p",6
"bot",6
"gabriel",6
"braunschweig",6
"sony",6
"schlechten",6
"pflicht",6
"brown",6
"gesteigert",6
"stars",6
"steckt",6
"seehofer",6
"senator",6
"900",6
"test",6
"armut",6
"tradition",6
"treten",6
"reihen",6
"momentan",6
"24-jährige",6
"umfassenden",6
"dauer",6
"geräte",6
"erneuten",6
"vorne",6
"chavez",6
"verantwortung",6
"beigetragen",6
"überall",6
"hände",6
"irak",6
"vorgaben",6
"verlängert",6
"xbox",6
"uwe",6
"verteidigt",6
"sperre",6
"breit",6
"hinnehmen",6
"sponsoren",6
"spieltag",6
"sprung",6
"stammt",6
"21-jährige",6
"sterben",6
"geöffnet",6
"85",6
"gestalten",6
"dient",6
"stürmer",6
"insbesondere",6
"welle",6
"vielmehr",6
"business",6
"gastgeber",6
"wirkt",6
"blatt",6
"tecdax",6
"6.",6
"technologie",6
"festgestellt",6
"stoxx",6
"denkbar",6
"teurer",6
"gehörte",6
"komme",6
"touch",6
"server",6
"sms",6
"toyota",6
"reagierte",6
"sorge",6
"finanziellen",6
"speziellen",6
"spö",6
"lothar",6
"legten",6
"aktienmarkt",6
"endgültig",6
"schauspielerin",6
"kritisiert",6
"maximal",6
"bedeuten",6
"eigenkapital",6
"erde",6
"affäre",6
"mitteln",6
"hessischen",6
"erlös",6
"unterricht",6
"schumacher",6
"gedacht",6
"us",6
"erzielten",6
"heftig",6
"ne",6
"kabel",6
"märkten",6
"niedrig",6
"vorfeld",6
"beider",6
"treibt",6
"web",6
"nutzte",6
"ukraine",6
"extrem",6
"vereins",6
"material",6
"amerikaner",6
"meinen",6
"fanden",6
"interviews",6
"vermögen",6
"verpflichtet",6
"zahlungen",6
"passieren",6
"unterdessen",6
"perfekt",6
"direkten",6
"aachen",6
"vermutet",6
"persönlichen",6
"etat",6
"ergeben",6
"ergibt",6
"ausdruck",6
"dargestellt",6
"vorhaben",6
"profi",6
"verdoppelt",6
"47",6
"betreiben",6
"dorf",6
"erwartungsgemäß",6
"ravensburg",6
"bewegung",6
"dach",6
"bekämpft",6
"wm",6
"wiesbaden",6
"jedenfalls",6
"sturm",6
"28.",6
"reform",6
"vorstandsvorsitzende",6
"absatz",6
"womöglich",6
"zunahme",6
"arena",6
"gescheitert",6
"ruf",6
"wünscht",6
"führten",6
"0,6",6
"gearbeitet",6
"gezielt",6
"tempo",6
"organisieren",6
"texas",6
"gott",6
"grundsätzlich",6
"zusätzlich",6
"sendung",6
"kapitän",6
"öffnet",6
"soziale",6
"informiert",6
"spiegel",6
"besonderes",6
"finanziell",6
"premier",6
"glaube",6
"bestritt",6
"anfangs",6
"vorher",6
"doppelt",6
"fordern",6
"schlossen",6
"ausgeschlossen",6
"zurückgegangen",6
"kanzlerin",6
"ausgegangen",6
"welches",6
"zusätzlichen",6
"wünschen",6
"zuständige",6
"ausländischen",6
"zustimmung",6
"veröffentlichen",6
"wenn",6
"§",6
"vizepräsident",6
"james",6
"jazz",6
"vermittelt",6
"zeige",6
"fühle",6
"wahrscheinlicher",6
"selben",6
"kilogramm",6
"verschiedener",6
"öl",6
"zürcher",6
"kurse",6
"zentralbank",6
"veranstaltungen",6
"clement",6
"soweit",6
"öffnen",6
"augsburg",6
"abgelehnt",6
"viertel",6
"liefern",6
"konsum",6
"gestoppt",6
"kredite",6
"wien",6
"vw",6
"zufall",6
"josef",6
"vorab",6
"küste",6
"kursziel",6
"warnt",6
"landtag",6
"amd",6
"8.",6
"sportler",6
"spur",6
"liebe",6
"einst",6
"lobte",6
"lübeck",6
"ändert",6
"lädt",6
"eingebrochen",6
"eis",6
"stellung",6
"empfang",6
"kennt",6
"enttäuscht",6
"metern",6
"entweder",6
"erfasst",6
"tages",6
"mittwochabend",6
"erheblich",6
"teilten",6
"allgemein",6
"mutmaßlichen",6
"tier",6
"beitragen",6
"einigten",6
"erwähnt",6
"erzielt",6
"halbjahr",6
"nettogewinn",6
"etabliert",6
"haltung",6
"norden",6
"bemühungen",6
"hannoveraner",6
"hinspiel",6
"benjamin",6
"umsätze",6
"benötigt",6
"harten",6
"abgeschaltet",6
"olaf",6
"kevin",6
"unbekannten",6
"0:1",6
"estate",6
"passagiere",6
"zustand",6
"erkannt",6
"zählt",6
"felix",6
"darstellung",6
"anbieter",6
"abschreibungen",6
"magazin",6
"höhepunkt",6
"herren",6
"herrn",6
"beratung",6
"zweimal",6
"berlins",6
"profil",6
"city",6
"3:6",6
"mdax",6
"prüfen",6
"angebote",6
"aufnahme",6
"betroffene",6
"ralf",6
"fortsetzung",6
"reagieren",6
"fraktion",6
"reichen",6
"bezeichnete",6
"38",6
"pferd",6
"lafontaine",6
"hoffenheim",6
"regelungen",6
"bilanz",6
"langer",6
"lars",6
"20-jährige",6
"fällig",6
"binnen",6
"fürs",6
"herrscht",6
"scheitern",6
"lehmann",6
"annahme",6
"posten",6
"sap",6
"schicken",6
"schlug",6
"18.",6
"gefördert",6
"schwache",6
"rückzug",6
"bochumer",6
"gemeldet",6
"senken",6
"obamas",6
"georg",6
"siegte",6
"sinken",6
"2012",6
"george",6
"sparkasse",6
"spanischen",6
"geschützt",6
"getan",6
"gewerkschaft",6
"stellungnahme",6
"bundes",6
"arbeitete",6
"stock",6
"bundesfinanzminister",6
"gleise",6
"studium",6
"bundesverband",6
"gouverneur",6
"harte",6
"sämtliche",6
"talfahrt",5
"taten",5
"thorsten",5
"ton",5
"torhüter",5
"torwart",5
"14.",5
"versichert",5
"wall",5
"unterschiedlich",5
"insassen",5
"wind",5
"vollen",5
"auskunft",5
"verteidigung",5
"innovative",5
"wehr",5
"wen",5
"hinweis",5
"historische",5
"abgelaufen",5
"verkaufte",5
"verkündet",5
"deutsch",5
"vorwürfe",5
"dfb",5
"aussehen",5
"zuhause",5
"dimensionen",5
"versicherer",5
"abends",5
"verbot",5
"üblich",5
"zoll",5
"vielfach",5
"verändern",5
"irakischen",5
"abgestimmt",5
"münster",5
"vereinbart",5
"zweier",5
"zweiter",5
"nahen",5
"entwickler",5
"mitarbeitern",5
"zentralen",5
"australier",5
"45-jährige",5
"erkennen",5
"konkreten",5
"begründung",5
"autobahn",5
"kontrolliert",5
"durchzuführen",5
"e",5
"fremde",5
"kritischen",5
"kult",5
"norbert",5
"la",5
"38-jährige",5
"afrika",5
"10.000",5
"erweisen",5
"18-jährige",5
"einkaufen",5
"leipzig",5
"lieb",5
"einstieg",5
"niedersächsischen",5
"mainzer",5
"mandat",5
"enger",5
"enthält",5
"meldete",5
"entsteht",5
"entwickeln",5
"albert",5
"ereignis",5
"erfüllen",5
"ergänzte",5
"moderator",5
"erholung",5
"erkennbar",5
"erlebt",5
"erkennt",5
"ermittlungen",5
"motors",5
"orte",5
"erscheinen",5
"erinnerungen",5
"erstellen",5
"erwarte",5
"alonso",5
"national",5
"ernsthaft",5
"erworben",5
"nennen",5
"neubau",5
"neuem",5
"european",5
"nochmals",5
"normal",5
"nowitzki",5
"express",5
"o",5
"not",5
"5.",5
"oberbürgermeister",5
"1993",5
"parkplatz",5
"fed",5
"passen",5
"persönliche",5
"pixeln",5
"piraten",5
"feuerwehrleute",5
"besitzt",5
"figur",5
"besorgniserregend",5
"finanzminister",5
"politisch",5
"prognosen",5
"betonen",5
"projekts",5
"profitieren",5
"leichten",5
"polizeisprecher",5
"flüge",5
"betreuung",5
"fortsetzen",5
"fraglich",5
"reden",5
"rasen",5
"regisseur",5
"folgten",5
"bezahlen",5
"bewegt",5
"angeklagten",5
"angewiesen",5
"angelegenheiten",5
"regionale",5
"freddie",5
"reifen",5
"bilic",5
"66",5
"sarkozy",5
"birgit",5
"schien",5
"schlägt",5
"roman",5
"roth",5
"anhand",5
"bill",5
"ruft",5
"schätzt",5
"standorte",5
"senat",5
"georgischen",5
"botschafter",5
"singen",5
"sitze",5
"geringeren",5
"bitter",5
"anlässlich",5
"antritt",5
"fertig",5
"gedanken",5
"stuttgarter",5
"brigitte",5
"sportliche",5
"gestaltung",5
"buchau",5
"bergneustadt",5
"stehe",5
"airbus",5
"steuer",5
"stiftung",5
"stimmte",5
"studio",5
"glos",5
"glücklich",5
"bundestagsabgeordnete",5
"gelingen",5
"architektur",5
"tabellenplatz",5
"gemeint",5
"bäume",5
"arbeiter",5
"börsen",5
"tendenz",5
"böse",5
"genauer",5
"tim",5
"toren",5
"total",5
"gemeinsame",5
"trennen",5
"halbe",5
"sinnvoll",5
"heiße",5
"udo",5
"cdu-politiker",5
"derby",5
"athen",5
"umsetzung",5
"umso",5
"geringe",5
"unterschiede",5
"it",5
"ungefähr",5
"verfassung",5
"aufgestellt",5
"jugendlicher",5
"justiz",5
"märkte",5
"verabschiedete",5
"abchasien",5
"heisst",5
"katholische",5
"herausforderungen",5
"internen",5
"wesentliche",5
"delegierten",5
"ablauf",5
"irgendwie",5
"herrschte",5
"28-jährige",5
"vorstandsvorsitzender",5
"hohes",5
"verpflichtung",5
"spannenden",5
"verbessern",5
"zumal",5
"geschätzt",5
"ioc",5
"vergabe",5
"stadion",5
"status",5
"wonach",5
"digital",5
"fragt",5
"stufe",5
"aufwand",5
"stärkung",5
"gm",5
"überprüft",5
"verzichtet",5
"integriert",5
"viertelfinale",5
"sängerin",5
"1500",5
"südossetien",5
"vielzahl",5
"worte",5
"group",5
"jury",5
"abschlag",5
"abs",5
"inklusive",5
"david",5
"tausende",5
"dorthin",5
"geholt",5
"schwierigkeiten",5
"thematisiert",5
"australischen",5
"drauf",5
"km",5
"xp",5
"seitens",5
"kommentierte",5
"toten",5
"kommentiert",5
"kreuzung",5
"siehe",5
"ebitda",5
"brachten",5
"automobilindustrie",5
"kunde",5
"körper",5
"künftigen",5
"e.on",5
"spanische",5
"eingesetzt",5
"liefert",5
"konzernumsatz",5
"durfte",5
"lukas",5
"startete",5
"stecken",5
"marktführer",5
"gingen",5
"ehe",5
"ehefrau",5
"eigenes",5
"städten",5
"ladung",5
"landgericht",5
"erfolgte",5
"einführung",5
"standorten",5
"hilft",5
"leverkusen",5
"traditionell",5
"liu",5
"eu-staaten",5
"verpasst",5
"heinrich",5
"niedrigeren",5
"truppen",5
"29",5
"hubertus",5
"hillary",5
"kindergarten",5
"maschinenbau",5
"nutzt",5
"f",5
"maßnahme",5
"historischen",5
"al",5
"investor",5
"wirtschaftsminister",5
"hermann",5
"vorgeschlagen",5
"parteitag",5
"erbschaftsteuer",5
"federer",5
"phase",5
"dfl",5
"mm",5
"irland",5
"montagabend",5
"diskussionen",5
"kaufpreis",5
"alkohol",5
"auge",5
"mörder",5
"betragen",5
"ausschließen",5
"cuxhaven",5
"nasse",5
"vergehen",5
"aufschwung",5
"zuständigen",5
"wiener",5
"verlängerung",5
"28",5
"vorgeworfen",5
"jene",5
"beziehung",5
"relativ",5
"jüngste",5
"angesehen",5
"nordrhein-westfalen",5
"friedrichshafen",5
"darmstadt",5
"ring",5
"jüngere",5
"zeigten",5
"riss",5
"offene",5
"1991",5
"bereinigte",5
"120",5
"oper",5
"schaut",5
"falle",5
"1996",5
"option",5
"voraus",5
"fülle",5
"fehlt",5
"donnerstagabend",5
"person",5
"sahen",5
"société",5
"übernahm",5
"überprüfung",5
"bestehe",5
"praxis",5
"prallte",5
"westen",5
"wild",5
"präsentieren",5
"aufsichtsrat",5
"59",5
"derzeitige",5
"flüchtete",5
"betrifft",5
"schlugen",5
"vormonat",5
"k",5
"kamera",5
"1,1",5
"vorübergehend",5
"da",5
"kandidatur",5
"gefolgt",5
"keinem",5
"kasten",5
"ausschreibung",5
"schuldig",5
"ausserdem",5
"inter",5
"frühen",5
"klimawandel",5
"rollen",5
"diverse",5
"ruhen",5
"verzögerung",5
"ausfall",5
"ausgehen",5
"31",5
"vorstoß",5
"sabine",5
"seidel",5
"zuschuss",5
"aber",5
"absolut",5
"installiert",5
"garantien",5
"schafft",5
"demokratischen",5
"jahrhundert",5
"ausgesprochen",5
"wdr",5
"kleines",5
"auswahl",5
"interessen",5
"geliefert",5
"verhandelt",5
"verhindert",5
"2008.",5
"kongress",5
"abzug",5
"zuständig",5
"abwärtstrend",5
"genehmigt",5
"kontrollieren",5
"vorlage",5
"pferde",5
"hoffe",5
"world",5
"deutliches",5
"jugend",5
"eh",5
"konsequenz",5
"kämen",5
"vordergrund",5
"dürfe",5
"brauchte",5
"gesamtjahr",5
"abgesehen",5
"alternativen",5
"infolge",5
"eingang",5
"spannend",5
"legen",5
"mauer",5
"leid",5
"gesichert",5
"browser",5
"einstellungen",5
"staatschef",5
"produkten",5
"liquidität",5
"gewannen",5
"abgaben",5
"steigenden",5
"mannes",5
"gewährleistet",5
"bayerische",5
"bayreuth",5
"leiche",5
"strebt",5
"bahnhof",5
"eineinhalb",5
"global",5
"bundestagswahl",5
"westdeutschen",5
"milan",5
"erarbeitet",5
"erfolgreicher",5
"ergab",5
"mitten",5
"begeisterte",5
"begriff",5
"gruppen",5
"mittelfeldspieler",5
"terroristen",5
"terrorismus",5
"totalschaden",5
"halb",5
"cannes",5
"ulrich",5
"ahnung",5
"niederlanden",5
"news/aktienkurs",5
"bemerkt",5
"turbulenzen",5
"cebit",5
"natürlichen",5
"notenbank",5
"töne",5
"türen",5
"hardware",5
"ubs",5
"benötigen",5
"uefa",5
"umfang",5
"ezb",5
"umgehen",5
"inflation",5
"verurteilte",5
"falls",5
"bernd",5
"unglaublich",5
"kommunikation",5
"kabinett",5
"1:0",5
"52",5
"auslöser",5
"verboten",5
"verbrechen",5
"verbunden",5
"ähnliche",5
"hamilton",5
"beschert",5
"philipp",5
"untersuchung",5
"wusste",5
"jeweiligen",5
"z.b",5
"vorstandsmitglied",5
"vernehmen",5
"fing",5
"vorzeitig",5
"vorwurf",5
"anerkannt",5
"notebook",5
"ausgewiesen",5
"kandidaten",5
"presse",5
"profitiert",5
"hilfen",5
"co",5
"dortmunder",5
"interessant",5
"anerkennung",5
"rad",5
"forschung",5
"bewahrt",5
"rechts",5
"verlangen",5
"herzlich",5
"verlässt",5
"zeugen",5
"befasst",5
"bezieht",5
"piloten",5
"6000",5
"front",5
"befreien",5
"versuche",5
"fester",5
"rohstoffpreise",5
"förderung",5
"fühlen",5
"rwe",5
"ältere",5
"billiger",5
"russlands",5
"risiken",5
"billig",5
"gaststätte",5
"samstagabend",5
"deutet",5
"geburtstag",5
"gebühren",5
"gefasst",5
"gefeiert",5
"schoss",5
"gegenteil",5
"bloß",5
"blue",5
"gehabt",5
"anschluss",5
"leitungen",5
"anscheinend",5
"deutlicher",5
"gemeinderat",5
"erzielen",5
"schwächen",5
"botschaft",5
"breiter",5
"geschickt",5
"geschrieben",5
"anzeige",5
"steffen",5
"stephan",5
"2,3",5
"bundesländer",5
"strukturen",5
"systems",5
"einrichtung",5
"architekten",5
"architekt",5
"übung",5
"super",5
"0,8",5
"9.30",4
"takt",4
"artikel",4
"günstiger",4
"tobias",4
"heuer",4
"hierbei",4
"dauern",4
"aufzubauen",4
"160",4
"verbundenen",4
"aufgeführt",4
"veröffentlichung",4
"negative",4
"interessierte",4
"hinterlässt",4
"williams",4
"i",4
"denke",4
"iwf",4
"wowereit",4
"vorgelegten",4
"aufstellung",4
"ausgabe",4
"ausgelastet",4
"verraten",4
"zugestimmt",4
"diene",4
"individuell",4
"couchepin",4
"versorgt",4
"verteilt",4
"ingolstadt",4
"verpflichtungen",4
"verurteilt",4
"kfw",4
"humor",4
"300.000",4
"weiterentwickelt",4
"ölpreise",4
"kern",4
"dortigen",4
"überzeugen",4
"auseinandersetzungen",4
"vorbild",4
"identität",4
"vorgänger",4
"ikb",4
"jochen",4
"youtube",4
"di",4
"ausgetragen",4
"warnte",4
"so",4
"namens",4
"hinterlegt",4
"ähnlichen",4
"befreit",4
"älteste",4
"erwiesen",4
"jahresende",4
"weiße",4
"abtrünnigen",4
"klubs",4
"klären",4
"raus",4
"verlauf",4
"kollege",4
"kommentieren",4
"belastet",4
"32",4
"komplette",4
"konferenz",4
"konfrontiert",4
"konsens",4
"33",4
"17.",4
"autohersteller",4
"0,2",4
"konzerten",4
"34-jährige",4
"belgische",4
"krankenkassen",4
"dänische",4
"adac",4
"euro-bund-future",4
"achten",4
"effekt",4
"ehre",4
"könig",4
"adrian",4
"königsklasse",4
"kürze",4
"künftige",4
"afghanische",4
"landesregierung",4
"39",4
"landwirtschaft",4
"langsam",4
"lebens",4
"einheiten",4
"leiden",4
"leiterin",4
"einmaligen",4
"presse-agentur",4
